,c_Pnome_jogador,c_Unome_jogador,n_camisa,d_data_nascimento,c_posicao,c_nome_time
1465,Ademir,,10.0,1995-02-16,Meio-Campo,America-Mg
1466,Paulo,Boia,11.0,1997-10-23,Atacante,Juventude
1467,Luiz,Santos,3.0,1996-09-22,Zagueiro,Bahia
1468,Rodrigo,Caio,3.0,1993-08-17,Zagueiro,Flamengo
1469,Eduardo,,3.0,1986-11-20,Zagueiro,America-Mg
1470,Angelo,Henriquez,19.0,1990-09-28,Atacante,Fortaleza
1471,Luiz,Henrique,34.0,1999-03-18,Atacante,Fluminense
1472,Lucas,Silva,13.0,1993-02-16,Zagueiro,Cuiaba
1473,Diego,Churin,19.0,1989-12-01,Atacante,Gremio
1474,Marlon,,25.0,1994-02-13,Meio-Campo,Ceara
1475,Wagner,Santos,20.0,1997-10-30,Meio-Campo,Juventude
1476,Everaldo,,37.0,1994-05-28,Meio-Campo,Sport
1477,Joao,Paulo,10.0,1995-06-29,Meio-Campo,Atletico-Go
1478,Leonardo,Gomes,16.0,1996-03-30,Meio-Campo,Chapecoense
1479,Antonio,Galeano,27.0,2000-03-22,Meio-Campo,Sao Paulo
1480,Mauricio,Isla,44.0,1991-09-07,Zagueiro,Flamengo
1481,Nicolas,,8.0,1997-07-24,Meio-Campo,Athletico-Pr
1482,Hayner,,2.0,1995-10-02,Zagueiro,Sport
1483,Pedro,Henrique,33.0,1990-06-16,Zagueiro,Sport
1484,Mateus,Sarara,49.0,2002-06-29,Meio-Campo,Gremio
1485,Guilherme,Lima,32.0,1992-08-05,Meio-Campo,Chapecoense
1486,Yesus,Cabrera,20.0,1992-04-30,Meio-Campo,Cuiaba
1487,Natanael,Pimenta,11.0,1996-11-19,Meio-Campo,Atletico-Go
1488,Hugo,Rodallega,23.0,1985-07-25,Atacante,Bahia
1489,Douglas,Friedrich,32.0,1991-12-14,Goleiro,Juventude
1490,Bruno,Costa,7.0,1987-01-15,Atacante,Chapecoense
1491,Andre,Souza,90.0,1993-10-16,Atacante,Sport
1492,Eugenio,Isnaldo,17.0,1993-04-21,Meio-Campo,Bahia
1493,Raniele,,14.0,1996-12-31,Zagueiro,Bahia
1494,Weverton,,17.0,1987-12-13,Zagueiro,Bragantino
1495,Tomas,Cuello,28.0,2000-03-05,Meio-Campo,Bragantino
1496,Mailson,,1.0,1988-02-05,Goleiro,Sport
1497,Matheus,Teixeira,32.0,1999-03-08,Goleiro,Bahia
1498,Matheus,Jesus,8.0,1997-04-10,Meio-Campo,Juventude
1499,Maicon,,8.0,1993-03-10,Meio-Campo,Gremio
1500,Robson,Reis,26.0,2000-05-21,Zagueiro,Santos
1501,Thiago,Neves,30.0,1990-12-19,Meio-Campo,Sport
1502,Marcelo,Toscano,90.0,1985-05-12,Atacante,America-Mg
1503,Denner,Melz,88.0,1990-11-26,Meio-Campo,Chapecoense
1504,Kadu,,4.0,1986-07-20,Zagueiro,Chapecoense
1505,Alan,Ruschel,6.0,1989-08-23,Zagueiro,America-Mg
1506,Max,Alves,31.0,2000-05-29,Meio-Campo,Flamengo
1507,Bruno,Alves,3.0,1991-04-16,Zagueiro,Sao Paulo
1508,Leandrinho,,22.0,1996-09-21,Atacante,Bragantino
1509,Derlan,,34.0,1996-02-03,Zagueiro,Chapecoense
1510,Pedro,Henrique,41.0,1990-06-16,Zagueiro,Internacional
1511,Lucas,Perri,18.0,1997-12-10,Goleiro,Sao Paulo
1512,Neto,,41.0,1997-01-12,Meio-Campo,Atletico-Mg
1513,Marcelo,Carne,22.0,1990-02-06,Goleiro,Juventude
1514,Pedro,Machado,31.0,1994-12-18,Meio-Campo,Ceara
1515,Thiago,Lopes,19.0,1996-10-27,Meio-Campo,Sport
1516,Thiago,Galhardo,17.0,1989-07-20,Atacante,Internacional
1517,Fernando,Pereira,42.0,1996-05-22,Meio-Campo,Gremio
1518,Ze,Vitor,5.0,2002-09-02,Zagueiro,America-Mg
1519,Ramon,,23.0,1995-05-03,Meio-Campo,America-Mg
1520,Uillian,Correia,5.0,1989-09-27,Meio-Campo,Cuiaba
1521,Guilherme,Pato,23.0,2000-03-21,Atacante,Cuiaba
1522,Betinho,,18.0,1992-04-04,Meio-Campo,Sport
1523,Wescley,,10.0,1994-05-29,Meio-Campo,Juventude
1524,Caio,Vidal,47.0,2000-11-04,Atacante,Internacional
1525,Matheus,Galdezani,20.0,1992-03-13,Meio-Campo,Bahia
1526,Diego,Souza,29.0,1985-06-17,Atacante,Gremio
1527,Joao,Rojas,7.0,1993-06-30,Atacante,Sao Paulo
1528,Cristiano,Oliveira,99.0,1995-04-18,Atacante,Ceara
1529,Marcos,Silva,27.0,1991-11-12,Zagueiro,Ceara
1530,Marquinhos,,20.0,1994-05-08,Atacante,Corinthians
1531,Jackson,Souza,4.0,1992-06-08,Zagueiro,Fortaleza
1532,Fernandinho,,11.0,1985-05-04,Atacante,Chapecoense
1533,Muriel,Becker,27.0,1998-09-02,Goleiro,Fluminense
1534,Jonas,Sousa,27.0,1996-03-12,Meio-Campo,Bahia
1535,Victor,Bobsin,50.0,1992-09-05,Meio-Campo,Gremio
1536,Jailson,,42.0,1995-09-07,Goleiro,Palmeiras
1537,Ravanelli,Santos,20.0,1997-06-03,Meio-Campo,Chapecoense
1538,Marrony,,38.0,1999-02-05,Atacante,Atletico-Mg
1539,Matheus,Souza,7.0,2001-01-01,Meio-Campo,Gremio
1540,Carlos,Alberto,21.0,1995-04-10,Atacante,America-Mg
1541,Ytalo,Santos,15.0,1996-12-11,Atacante,Bragantino
1542,Thonny,Anderson,22.0,1997-12-27,Meio-Campo,Bahia
1543,Carlos,Oliveira,2.0,2000-04-25,Zagueiro,America-Mg
1544,Danilo,Gomes,23.0,1999-02-05,Atacante,Cuiaba
1545,Neilton,Mestzk,7.0,1994-05-09,Meio-Campo,Sport
1546,Vinicius,Guedes,23.0,1996-11-13,Meio-Campo,Chapecoense
1547,Juan,Fletcher,3.0,1999-01-17,Zagueiro,Fortaleza
1548,Nathan,Silva,3.0,1997-05-06,Zagueiro,Atletico-Go
1549,Hernanes,,15.0,1994-02-25,Meio-Campo,Sao Paulo
1550,Saulo,Mineiro,73.0,1997-06-17,Atacante,Ceara
1551,,,14.0,1997-01-06,Zagueiro,Internacional
1552,Angelo,Araos,21.0,1997-06-17,Meio-Campo,Corinthians
1553,Matheus,Peixoto,9.0,1995-11-16,Atacante,Juventude
1554,Gabriel,Franca,30.0,1996-03-22,Zagueiro,Atletico-Mg
1555,Wendson,Lopes,23.0,1995-10-15,Atacante,Ceara
1556,Danilo,Fernandes,1.0,1988-04-03,Goleiro,Internacional
1557,Luan,Polli,27.0,1993-04-06,Goleiro,Sport
1558,Victor,Gabriel,52.0,2004-04-28,Zagueiro,Sport
1559,Kaio,Jorge,9.0,2000-03-31,Atacante,Santos
1560,Luiz,Henrique,8.0,1999-03-18,Meio-Campo,Fortaleza
1561,Vinicius,Machado,50.0,2000-02-29,Goleiro,Ceara
1562,Leo,Borges,36.0,1995-05-15,Zagueiro,Internacional
1563,Ramiro,Benetti,8.0,1994-02-25,Meio-Campo,Corinthians
1564,Sabino,,15.0,1996-10-25,Zagueiro,America-Mg
1565,Geovane,,7.0,1989-02-20,Meio-Campo,America-Mg
1566,Iago,Maidana,6.0,1998-11-13,Zagueiro,Sport
1567,Alison,Ferreira,5.0,1995-02-16,Meio-Campo,Santos
1568,Kayky,,37.0,2003-06-11,Atacante,Fluminense
1569,Maycon,Douglas,37.0,1996-08-27,Atacante,Bahia
1570,Renan,Guedes,42.0,1994-09-24,Zagueiro,Bahia
1571,Maxwell,,71.0,1995-02-11,Atacante,Sport
1572,Carlos,Pereira,6.0,1992-03-22,Meio-Campo,Fortaleza
1573,Ricardinho,,20.0,1985-12-15,Meio-Campo,Sport
1574,Khellven,Oliveira,13.0,1998-11-01,Zagueiro,Athletico-Pr
1575,Luan,Petroni,14.0,1997-03-27,Zagueiro,Santos
1576,Marquinhos,,97.0,1994-05-08,Meio-Campo,Sport
1577,Jaime,Alvarado,15.0,1998-03-06,Meio-Campo,Athletico-Pr
1578,Vitor,Mendonca,32.0,1999-02-06,Goleiro,Internacional
1579,Bruno,Praxedes,18.0,1991-07-23,Meio-Campo,Internacional
1580,Guilherme,Camacho,20.0,1991-03-07,Meio-Campo,Corinthians
1581,Tiago,Volpi,1.0,1995-09-18,Goleiro,Sao Paulo
1582,Junior,Tavares,10.0,1996-08-07,Meio-Campo,Sport
1583,Lucas,Ribeiro,14.0,1999-01-19,Zagueiro,Internacional
1584,Anderson,Santos,4.0,1997-10-17,Zagueiro,America-Mg
1585,Luan,Vieira,7.0,2000-05-25,Meio-Campo,Corinthians
1586,Matias,Vina,17.0,1997-02-13,Meio-Campo,Palmeiras
1587,Charles,Matos,35.0,1997-05-25,Meio-Campo,Ceara
1588,Alyson,,6.0,1996-04-05,Zagueiro,Juventude
1589,Danilo,Neves,8.0,1998-07-07,Meio-Campo,Sao Paulo
1590,Daniel,Alves,10.0,2002-01-04,Meio-Campo,Sao Paulo
1591,Willian,Klaus,44.0,1994-01-11,Zagueiro,Ceara
1592,Martin,Sarrafiore,8.0,1997-07-20,Meio-Campo,Coritiba
1593,Adryelson,,34.0,1998-03-23,Zagueiro,Sport
1594,Miguel,Figueira,80.0,1995-06-09,Meio-Campo,Goias
1595,Leo,Matos,3.0,1986-04-02,Zagueiro,Vasco
1596,Fabio,Sanches,27.0,1991-01-06,Zagueiro,Goias
1597,Pablo,Teixeira,9.0,1993-08-11,Atacante,Sao Paulo
1598,Luiz,Otavio,23.0,1988-09-14,Meio-Campo,Botafogo-Rj
1599,Rafael,Navarro,18.0,2000-04-14,Atacante,Botafogo-Rj
1600,Bruno,Nazario,10.0,1995-02-09,Atacante,Botafogo-Rj
1601,Matheus,Vargas,10.0,1996-06-18,Meio-Campo,Atletico-Go
1602,Shaylon,,17.0,1997-04-28,Meio-Campo,Goias
1603,Daniel,Oliveira,21.0,1998-01-25,Meio-Campo,Goias
1604,Bruno,Torres,19.0,1999-09-19,Atacante,Santos
1605,Egidio,Junior,6.0,2000-06-06,Zagueiro,Fluminense
1606,Natan,Souza,31.0,1991-03-27,Zagueiro,Flamengo
1607,Rodinei,Almeida,22.0,1995-01-07,Zagueiro,Internacional
1608,Dalberto,,94.0,1994-09-15,Atacante,Sport
1609,Talles,Magno,11.0,1993-05-02,Meio-Campo,Vasco
1610,Marcos,Junior,20.0,2000-01-29,Meio-Campo,Vasco
1611,Ronaldo,Souza,16.0,1991-12-25,Meio-Campo,Bahia
1612,Thiago,Andrade,7.0,1996-10-27,Atacante,Bahia
1613,Gabriel,Oliveira,13.0,1999-01-17,Zagueiro,Fortaleza
1614,Mariano,Vazquez,32.0,1996-01-28,Meio-Campo,Fortaleza
1615,Nathan,Silva,5.0,1997-05-06,Meio-Campo,Coritiba
1616,Osman,,77.0,1992-10-29,Atacante,Coritiba
1617,Leo,Chu,26.0,2000-02-09,Meio-Campo,Ceara
1618,Gonzalo,Carneiro,19.0,1994-02-19,Atacante,Sao Paulo
1619,Cesar,Pinares,21.0,1994-02-11,Meio-Campo,Gremio
1620,Wanderley,Sousa,8.0,1996-07-07,Meio-Campo,Fortaleza
1621,Chico,,10.0,1998-09-14,Meio-Campo,Atletico-Go
1622,Jonathan,Moreira,2.0,1992-01-04,Zagueiro,Athletico-Pr
1623,Marcelo,Lomba,12.0,1986-12-18,Goleiro,Internacional
1624,Bruno,Gomes,18.0,2001-04-04,Meio-Campo,Vasco
1625,Hugo,Moura,98.0,1998-01-03,Meio-Campo,Coritiba
1626,Nathan,Ribeiro,32.0,1990-06-02,Zagueiro,Coritiba
1627,Victor,Santos,3.0,1991-06-18,Zagueiro,Botafogo-Rj
1628,Kayque,Pereira,49.0,1993-02-03,Meio-Campo,Botafogo-Rj
1629,Heron,Silva,15.0,2000-01-08,Zagueiro,Goias
1630,Eduardo,Cruz,10.0,1996-03-05,Atacante,Goias
1631,David,Albino,30.0,2000-03-03,Zagueiro,Botafogo-Rj
1632,Caio,Alexandre,19.0,1999-02-24,Meio-Campo,Botafogo-Rj
1633,Breno,,5.0,2000-09-01,Meio-Campo,Goias
1634,Jonas,Toro,18.0,1991-01-02,Atacante,Sao Paulo
1635,Samuel,Xavier,22.0,1990-06-06,Zagueiro,Ceara
1636,Tiago,Pagnussat,3.0,1994-09-09,Zagueiro,Ceara
1637,Juanfran,,20.0,1998-05-03,Zagueiro,Sao Paulo
1638,Leandro,Castan,5.0,1992-11-06,Zagueiro,Vasco
1639,Marcelo,Alves,30.0,1990-10-06,Zagueiro,Vasco
1640,Cayo,Tenorio,41.0,1999-02-22,Zagueiro,Vasco
1641,Paulo,Junior,5.0,1994-07-30,Meio-Campo,Fortaleza
1642,Uendel,Goncalves,6.0,1996-06-20,Zagueiro,Internacional
1643,Patric,Lalau,2.0,1999-01-30,Meio-Campo,Sport
1644,Leandro,Fernandez,18.0,1998-08-25,Atacante,Internacional
1645,Joao,Marcelino,3.0,1998-10-31,Zagueiro,Atletico-Go
1646,Jose,Santana,99.0,1995-04-25,Atacante,Goias
1647,Ariel,Cabral,16.0,1993-10-04,Meio-Campo,Goias
1648,Jefferson,,13.0,1997-01-03,Meio-Campo,Goias
1649,Taylon,Carvalho,32.0,1998-12-22,Zagueiro,Goias
1650,Gregore,,26.0,1999-11-17,Meio-Campo,Bahia
1651,Jose,Welison,50.0,2000-05-07,Meio-Campo,Botafogo-Rj
1652,Raul,Prata,23.0,1987-07-14,Zagueiro,Sport
1653,Leonardo,Gil,7.0,1998-11-11,Meio-Campo,Vasco
1654,Luiz,Gaioto,4.0,1992-10-03,Zagueiro,Coritiba
1655,Wilson,Junior,84.0,1991-04-25,Goleiro,Coritiba
1656,Rafael,Francisco,7.0,1995-06-11,Meio-Campo,Coritiba
1657,Paulo,Ribeiro,25.0,1999-10-05,Zagueiro,Fortaleza
1658,Wellington,Silva,9.0,1988-03-06,Atacante,Atletico-Go
1659,Rithely,,18.0,1991-01-27,Meio-Campo,Atletico-Go
1660,Victor,Ferraz,2.0,1988-01-14,Zagueiro,Gremio
1661,Alan,Empereur,33.0,1994-03-10,Zagueiro,Palmeiras
1662,Vinicius,Lopes,70.0,1994-04-29,Atacante,Goias
1663,David,Braz,14.0,1987-05-21,Zagueiro,Gremio
1664,Jonathan,Lemos,2.0,1994-07-18,Zagueiro,Coritiba
1665,Martin,Benitez,10.0,1994-06-17,Meio-Campo,Vasco
1666,Vitor,Leque,21.0,2001-01-19,Atacante,Atletico-Go
1667,Ramon,,36.0,1995-05-03,Meio-Campo,Bahia
1668,Arthur,Gomes,23.0,1991-11-20,Meio-Campo,Santos
1669,Leonardo,Natel,18.0,1990-12-07,Atacante,Corinthians
1670,Romulo,Otero,11.0,1992-11-09,Meio-Campo,Corinthians
1671,Everaldo,,37.0,1994-05-28,Atacante,Corinthians
1672,Rafael,Forster,5.0,1990-07-23,Meio-Campo,Botafogo-Rj
1673,Iago,Mendonca,4.0,1999-01-16,Zagueiro,Goias
1674,Guilherme,,25.0,1995-04-13,Meio-Campo,Santos
1675,Rafael,Moura,9.0,1994-01-09,Atacante,Goias
1676,Carlos,Oliveira,86.0,1990-12-14,Zagueiro,Ceara
1677,Emerson,Santos,3.0,1995-04-05,Meio-Campo,Palmeiras
1678,Lucas,Esteves,16.0,1995-03-10,Zagueiro,Palmeiras
1679,Yago,Pikachu,22.0,1996-04-04,Meio-Campo,Vasco
1680,Caio,Schoell,16.0,1993-04-26,Meio-Campo,Vasco
1681,Matheus,Galdezani,20.0,1992-03-13,Meio-Campo,Coritiba
1682,Brenner,,30.0,1994-03-01,Atacante,Sao Paulo
1683,Danilo,Gomes,11.0,1999-02-05,Meio-Campo,Atletico-Go
1684,Federico,Martino,38.0,1994-01-28,Zagueiro,Botafogo-Rj
1685,Matheus,,5.0,1992-01-24,Meio-Campo,Atletico-Go
1686,Wanderson,,33.0,1994-10-07,Zagueiro,Fortaleza
1687,Ricardo,Ryller,25.0,1996-11-26,Meio-Campo,Bragantino
1688,Kevin,Silva,2.0,1994-11-25,Zagueiro,Botafogo-Rj
1689,Laercio,Solda,6.0,1998-09-26,Zagueiro,Santos
1690,Henrique,Milagres,37.0,1992-05-12,Zagueiro,Vasco
1691,Lucas,Lima,20.0,1990-07-09,Meio-Campo,Palmeiras
1692,Hudson,,25.0,1986-07-18,Meio-Campo,Fluminense
1693,Claudinho,,10.0,2000-11-18,Meio-Campo,Bragantino
1694,Ligger,Malaquias,4.0,1996-03-04,Zagueiro,Bragantino
1695,Nicolas,,16.0,1997-07-24,Zagueiro,Atletico-Go
1696,Joao,Paulo,10.0,1995-06-29,Meio-Campo,Fortaleza
1697,Gustavo,Ferrareis,11.0,1996-11-23,Meio-Campo,Atletico-Go
1698,Juninho,,50.0,1987-10-23,Meio-Campo,Vasco
1699,Abel,Hernandez,99.0,1995-12-16,Atacante,Internacional
1700,Wescley,,39.0,1994-05-29,Meio-Campo,Ceara
1701,Wanderson,Santos,19.0,1996-08-12,Atacante,Fluminense
1702,Marcelo,Malaquias,14.0,1998-04-05,Zagueiro,Botafogo-Rj
1703,Matheus,Babi,11.0,2000-04-07,Atacante,Botafogo-Rj
1704,Vanderlei,Silva,27.0,1997-06-21,Goleiro,Gremio
1705,Gilvan,,4.0,1989-11-10,Zagueiro,Atletico-Go
1706,Diego,Pituca,21.0,2000-01-27,Meio-Campo,Santos
1707,Luiz,Adriano,10.0,1995-02-21,Atacante,Palmeiras
1708,Carlinhos,,23.0,1986-11-29,Meio-Campo,Vasco
1709,Jose,Junior,40.0,1993-06-04,Zagueiro,Bahia
1710,Eber,Bessa,22.0,1995-11-20,Meio-Campo,Botafogo-Rj
1711,Yuri,Lima,5.0,1990-12-31,Meio-Campo,Fluminense
1712,Gustavo,Blanco,25.0,1994-10-03,Meio-Campo,Goias
1713,Yuri,Cesar,57.0,1998-11-29,Meio-Campo,Fortaleza
1714,Walter,Silva,19.0,1998-02-06,Atacante,Athletico-Pr
1715,Jadson,,2.0,1993-08-30,Zagueiro,Vasco
1716,Matheus,Sales,36.0,1995-05-13,Meio-Campo,Coritiba
1717,Mailton,Sa,22.0,1992-12-01,Zagueiro,Coritiba
1718,Willian,Siqueira,29.0,1998-05-31,Atacante,Palmeiras
1719,Roberson,,19.0,1989-04-02,Atacante,Atletico-Go
1720,Fernando,Rivas,16.0,1999-05-07,Atacante,Fluminense
1721,Wellington,Silva,17.0,1988-03-06,Atacante,Fluminense
1722,Neto,Borges,33.0,1996-10-27,Zagueiro,Vasco
1723,Gustavo,Torres,77.0,1995-02-17,Meio-Campo,Vasco
1724,Clayson,Vieira,25.0,1991-09-19,Atacante,Bahia
1725,Diego,Cavalieri,12.0,1991-02-25,Goleiro,Botafogo-Rj
1726,Victor,Luis,6.0,1993-06-23,Zagueiro,Botafogo-Rj
1727,Rhuan,,7.0,2000-09-18,Atacante,Botafogo-Rj
1728,Bergson,Silva,29.0,1993-08-17,Atacante,Fortaleza
1729,Pedro,Raul,9.0,1996-11-05,Atacante,Botafogo-Rj
1730,Damian,Musto,5.0,1990-09-05,Meio-Campo,Internacional
1731,Marcos,Guilherme,23.0,1995-08-05,Meio-Campo,Internacional
1732,Joao,Peglow,31.0,1993-10-29,Atacante,Internacional
1733,Bruno,Tubarao,20.0,1995-03-05,Meio-Campo,Bragantino
1734,Morato,,38.0,1993-04-08,Meio-Campo,Bragantino
1735,William,Matheus,6.0,1990-04-02,Zagueiro,Coritiba
1736,Elias,Trindade,5.0,1998-11-22,Meio-Campo,Bahia
1737,Wellington,Martins,5.0,1995-09-15,Meio-Campo,Athletico-Pr
1738,Matheus,Pereira,3.0,2000-12-21,Zagueiro,Fluminense
1739,Lucas,Verissimo,28.0,1996-01-24,Zagueiro,Santos
1740,Daniel,Villalva,11.0,1991-08-10,Atacante,Goias
1741,Gabriel,Rodrigues,38.0,2002-01-04,Meio-Campo,Goias
1742,Andrey,,15.0,1998-02-15,Meio-Campo,Vasco
1743,Fellipe,Bastos,8.0,1990-02-01,Meio-Campo,Vasco
1744,David,Duarte,3.0,1994-01-24,Zagueiro,Goias
1745,Everton,Felipe,10.0,1997-07-28,Meio-Campo,Atletico-Go
1746,Lucas,Andrade,37.0,1992-10-13,Meio-Campo,Santos
1747,Lucas,Mugni,10.0,1992-01-12,Meio-Campo,Sport
1748,Jobson,Santos,8.0,1995-11-20,Meio-Campo,Santos
1749,Giovanni,Augusto,90.0,1989-09-05,Atacante,Coritiba
1750,Marcio,Oliveira,13.0,1994-07-29,Meio-Campo,Botafogo-Rj
1751,Marllon,Borges,25.0,2000-03-07,Zagueiro,Corinthians
1752,Rodrigo,Silva,26.0,1992-12-15,Zagueiro,Fluminense
1753,Gustavo,Santana,33.0,1994-02-26,Meio-Campo,Internacional
1754,Lucas,Santos,28.0,1999-03-07,Meio-Campo,Vasco
1755,Eduardo,Brock,4.0,1991-05-06,Zagueiro,Ceara
1756,Sabino,,35.0,1996-10-25,Zagueiro,Coritiba
1757,Rodolfo,,3.0,1992-05-21,Zagueiro,Coritiba
1758,Mario,Costa,11.0,1990-12-07,Atacante,Santos
1759,Lucas,Fonseca,28.0,1996-09-29,Zagueiro,Bahia
1760,Anderson,Martins,4.0,1997-06-05,Zagueiro,Bahia
1761,Wellington,Bueno,40.0,1992-12-15,Zagueiro,Atletico-Mg
1762,Matheus,Oliveira,33.0,1997-09-28,Atacante,Corinthians
1763,Victor,,1.0,1998-12-16,Goleiro,Atletico-Mg
1764,Vitor,Jacare,40.0,1999-10-24,Atacante,Ceara
1765,Luis,Grando,55.0,1999-06-17,Zagueiro,Goias
1766,Juan,Leines,2.0,1994-06-30,Zagueiro,Goias
1767,Tiago,Reis,27.0,1999-08-14,Atacante,Vasco
1768,Alan,Palma,21.0,1995-12-31,Meio-Campo,Atletico-Mg
1769,Rodrigo,Muniz,29.0,1995-03-27,Atacante,Coritiba
1770,Yan,Sasse,39.0,1997-07-31,Meio-Campo,Coritiba
1771,Edilson,Guimaraes,33.0,1993-11-08,Zagueiro,Goias
1772,Ricardo,Graca,36.0,1995-11-27,Zagueiro,Vasco
1773,Leandro,Montero,11.0,1992-06-28,Atacante,Sport
1774,Igor,Juliao,21.0,1994-04-10,Zagueiro,Fluminense
1775,Marlon,,28.0,1994-02-13,Meio-Campo,Fortaleza
1776,Roger,Carvalho,4.0,1986-12-10,Zagueiro,Fortaleza
1777,Juan,Cazares,10.0,1992-02-27,Meio-Campo,Corinthians
1778,Ivan,Angulo,32.0,1990-07-29,Meio-Campo,Botafogo-Rj
1779,Leandro,Carvalho,80.0,1995-05-10,Atacante,Ceara
1780,Keisuke,Honda,4.0,1993-11-07,Meio-Campo,Botafogo-Rj
1781,Douglas,Moreira,22.0,1995-10-03,Meio-Campo,Fluminense
1782,Alyson,,14.0,1996-04-05,Zagueiro,Ceara
1783,Sandro,Bueno,32.0,1996-10-07,Atacante,Goias
1784,Ederson,,15.0,2005-02-03,Meio-Campo,Corinthians
1785,Guilherme,Santos,33.0,1988-02-05,Zagueiro,Botafogo-Rj
1786,Alesson,,21.0,1999-02-16,Meio-Campo,Bahia
1787,Rafael,Sobis,11.0,1995-02-04,Atacante,Ceara
1788,Ricardo,Oliveira,9.0,1999-03-06,Atacante,Coritiba
1789,Geuvanio,,8.0,1992-04-05,Atacante,Athletico-Pr
1790,Leonardo,Gomes,97.0,1996-03-30,Zagueiro,Athletico-Pr
1791,Douglas,Baggio,95.0,1995-02-02,Atacante,Goias
1792,Jose,Silva,7.0,1998-08-10,Atacante,Bahia
1793,Caju,,6.0,1994-05-04,Zagueiro,Goias
1794,Lincoln,Santos,29.0,1994-02-06,Meio-Campo,Flamengo
1795,Walter,Artune,27.0,1997-09-14,Goleiro,Corinthians
1796,Jonatan,Gomez,16.0,1992-03-14,Meio-Campo,Sport
1797,Robson,Signorini,18.0,1993-05-06,Meio-Campo,Gremio
1798,Marco,Junior,30.0,1999-07-05,Meio-Campo,Bahia
1799,Uillian,Correia,8.0,1989-09-27,Meio-Campo,Bragantino
1800,Thonny,Anderson,12.0,1997-12-27,Meio-Campo,Bragantino
1801,Mateus,Martins,7.0,1999-10-08,Atacante,Ceara
1802,Warley,,25.0,1999-09-17,Atacante,Botafogo-Rj
1803,Ratinho,,56.0,1996-10-01,Meio-Campo,Goias
1804,Hyuri,,22.0,1996-06-02,Atacante,Atletico-Go
1805,Ramon,Lopez,27.0,1998-04-12,Meio-Campo,Coritiba
1806,Danilo,Avelar,35.0,1989-06-09,Zagueiro,Corinthians
1807,Victor,Andrade,31.0,1995-09-30,Atacante,Goias
1808,Sandro,,30.0,1988-05-17,Meio-Campo,Goias
1809,Daniel,Bessa,10.0,1998-11-28,Meio-Campo,Goias
1810,Gabriel,Noga,41.0,2002-01-25,Zagueiro,Flamengo
1811,Fernando,Prass,1.0,1997-07-14,Goleiro,Ceara
1812,Michel,Machado,2.0,1996-02-08,Zagueiro,Corinthians
1813,Lucas,Silva,8.0,1993-02-16,Atacante,Goias
1814,Carlos,Renteria,17.0,1996-07-26,Meio-Campo,Botafogo-Rj
1815,Joao,Carvalho,13.0,1998-03-05,Zagueiro,Flamengo
1816,Guilherme,Bala,42.0,2001-09-16,Meio-Campo,Flamengo
1817,Guilherme,Parede,77.0,1995-09-19,Atacante,Vasco
1818,Saldanha,,99.0,1989-02-07,Atacante,Bahia
1819,Marcos,Serrato,8.0,1994-02-08,Meio-Campo,Sport
1820,Davi,Araujo,11.0,1998-10-06,Meio-Campo,Botafogo-Rj
1821,Fernando,Costanza,22.0,1990-10-23,Zagueiro,Botafogo-Rj
1822,Ygor,Catatau,38.0,1995-07-01,Meio-Campo,Vasco
1823,Renato,Kayzer,9.0,1994-04-26,Atacante,Atletico-Go
1824,Martha,,74.0,1997-06-20,Meio-Campo,Ceara
1825,Jose,Melo,90.0,1991-05-10,Atacante,Sport
1826,Ramires,,18.0,1987-02-14,Meio-Campo,Palmeiras
1827,Marcelo,Rosa,88.0,1997-11-07,Goleiro,Goias
1828,Ricardo,Acosta,8.0,1996-05-30,Meio-Campo,Ceara
1829,Nene,,77.0,1981-07-19,Meio-Campo,Fluminense
1830,Igor,Jesus,19.0,2003-03-07,Atacante,Coritiba
1831,Vinicius,Paiva,49.0,1996-09-18,Atacante,Vasco
1832,Rafael,Monteiro,32.0,2004-02-14,Goleiro,Atletico-Mg
1833,Matheus,Bueno,57.0,1995-12-24,Meio-Campo,Coritiba
1834,Rafael,Vaz,4.0,1988-09-17,Zagueiro,Goias
1835,Mike,Nenatarvicius,7.0,1994-08-09,Atacante,Goias
1836,Lucho,Gonzalez,3.0,1999-05-16,Meio-Campo,Athletico-Pr
1837,Vitor,Souza,4.0,1998-02-17,Zagueiro,Palmeiras
1838,Miranda,,35.0,1984-09-07,Zagueiro,Vasco
1839,Matheus,Jussa,25.0,1998-01-04,Zagueiro,Internacional
1840,Thuler,,26.0,1992-01-06,Zagueiro,Flamengo
1841,Wellissol,,29.0,1998-02-16,Atacante,Coritiba
1842,Francisco,Barbosa,99.0,1999-05-02,Atacante,Fluminense
1843,Matheus,Frizzo,17.0,1998-07-24,Meio-Campo,Atletico-Go
1844,Hernane,Souza,9.0,1997-07-28,Atacante,Sport
1845,Michael,Oliveira,19.0,1996-02-29,Meio-Campo,Flamengo
1846,Ivonei,,45.0,2002-04-16,Meio-Campo,Santos
1847,Pedrinho,,29.0,1998-04-13,Atacante,Athletico-Pr
1848,Francisco,Neto,44.0,1993-09-18,Zagueiro,Sport
1849,Bruno,Corsini,19.0,1991-12-06,Meio-Campo,Palmeiras
1850,Matheus,Jesus,11.0,1997-04-10,Meio-Campo,Bragantino
1851,Ribamar,,9.0,1997-05-21,Atacante,Vasco
1852,Thaciano,,20.0,1995-05-12,Meio-Campo,Gremio
